,name,zipcode,county_string,rating,review_count,category
395,Dabba,94105,"San Francisco County, California",4.0,232,Mexican
396,Puerto Alegre Restaurant No 2,94110,"San Francisco County, California",4.0,14,Mexican
397,El Toro Taqueria,94110,"San Francisco County, California",3.5,592,Mexican
398,Taqueria Los Amigos,94112,"San Francisco County, California",3.5,65,Mexican
399,Belmar - La Gallinita Meat Market,94110,"San Francisco County, California",4.5,57,Mexican
400,La Paz Restaurant Pupuseria,94110,"San Francisco County, California",4.0,89,Mexican
401,Restaurante Familiar,94112,"San Francisco County, California",4.0,34,Mexican
402,Doña Tere's Market,94110,"San Francisco County, California",4.5,50,Mexican
403,Taqueria Estrella,94104,"San Francisco County, California",3.0,15,Mexican
404,Taqueria La Cumbre,94110,"San Francisco County, California",3.0,821,Mexican
405,Castillito Yucateco,94105,"San Francisco County, California",3.5,17,Mexican
406,El Beach Burrito,94122,"San Francisco County, California",2.5,243,Mexican
407,Pepe's Taqueria,94105,"San Francisco County, California",3.0,114,Mexican
408,Taqueria San Jose,94110,"San Francisco County, California",3.5,305,Mexican
409,The Mission Fruit Cart,94110,"San Francisco County, California",4.5,11,Mexican
410,Carmelina's Taqueria,94143,"San Francisco County, California",3.0,74,Mexican
411,Mango's Taqueria and Cantina,94133,"San Francisco County, California",2.5,444,Mexican
412,Emanuel Coffee,94117,"San Francisco County, California",4.5,94,Mexican
413,El Faro,94105,"San Francisco County, California",2.5,199,Mexican
414,Taqueria La Paz,94102,"San Francisco County, California",4.0,32,Mexican
415,Chavitas,94110,"San Francisco County, California",3.5,44,Mexican
416,Pacific Catch,94123,"San Francisco County, California",4.0,1470,Mexican
417,Las Brisas de Acapulco,94110,"San Francisco County, California",4.0,40,Mexican
418,Los Compadres Taco Truck,94105,"San Francisco County, California",4.0,268,Mexican
419,Las Isletas Restaurant,94124,"San Francisco County, California",3.5,51,Mexican
420,El Norteno Taco Truck,94103,"San Francisco County, California",4.0,161,Mexican
421,Gordo Taqueria,94121,"San Francisco County, California",3.0,451,Mexican
422,Chez Beesen,94104,"San Francisco County, California",4.0,403,Mexican
423,Mi Yucatan,94110,"San Francisco County, California",3.5,23,Mexican
424,Cafe Taboo,94110,"San Francisco County, California",3.5,106,Mexican
425,San Tung,94122,"San Francisco County, California",4.0,5917,Chinese
426,Hunan Home's Restaurant,94133,"San Francisco County, California",4.0,1814,Chinese
427,Sam Wo Restaurant,94108,"San Francisco County, California",4.0,671,Chinese
428,Kung Food,94115,"San Francisco County, California",4.0,356,Chinese
429,Simply Cafe,94102,"San Francisco County, California",4.0,24,Chinese
430,Dong Bei Mama,94118,"San Francisco County, California",4.0,300,Chinese
431,Mr Fu Kitchen,94114,"San Francisco County, California",4.0,80,Chinese
432,Mission Chinese Food,94110,"San Francisco County, California",3.5,2168,Chinese
433,Heung Yuen Restaurant,94110,"San Francisco County, California",4.0,218,Chinese
434,The Little Fresh,94122,"San Francisco County, California",4.5,8,Chinese
435,R&G Lounge,94108,"San Francisco County, California",3.5,3957,Chinese
436,Dumpling Kitchen,94116,"San Francisco County, California",4.0,1175,Chinese
437,Mister Jiu's,94108,"San Francisco County, California",4.0,363,Chinese
438,Yan's Kitchen,94111,"San Francisco County, California",4.0,447,Chinese
439,Wonderland Restaurant,94117,"San Francisco County, California",3.5,407,Chinese
440,Eight Tables by George Chen,94133,"San Francisco County, California",5.0,28,Chinese
441,Wok Shop Cafe,94109,"San Francisco County, California",4.0,522,Chinese
442,SO,94103,"San Francisco County, California",4.0,1499,Chinese
443,HoDaLa,94121,"San Francisco County, California",4.0,56,Chinese
444,Sizzling Pot King,94103,"San Francisco County, California",4.0,34,Chinese
445,Makli Restaurant,94114,"San Francisco County, California",3.5,209,Chinese
446,Chang's Kitchen,94122,"San Francisco County, California",4.0,386,Chinese
447,House of Nanking,94133,"San Francisco County, California",3.5,2950,Chinese
448,Cheung Hing,94122,"San Francisco County, California",4.0,551,Chinese
449,Sun Kwong Restaurant,94109,"San Francisco County, California",4.0,168,Chinese
450,Mandarin House SF,94110,"San Francisco County, California",4.0,129,Chinese
451,Xiao Loong Restaurant,94127,"San Francisco County, California",4.0,233,Chinese
452,M.Y. China,94103,"San Francisco County, California",3.5,1356,Chinese
453,House Of Pancakes,94116,"San Francisco County, California",4.0,721,Chinese
454,Kim Thanh Restaurant,94102,"San Francisco County, California",4.0,529,Chinese
455,Win Garden,94131,"San Francisco County, California",4.0,221,Chinese
456,Henry's Hunan Restaurant,94133,"San Francisco County, California",4.0,236,Chinese
457,Hakka Restaurant,94121,"San Francisco County, California",3.5,376,Chinese
458,Eden Silk Road Cuisine,94102,"San Francisco County, California",4.5,105,Chinese
459,Elaine's Kitchen,94133,"San Francisco County, California",4.0,278,Chinese
460,Yamo,94110,"San Francisco County, California",3.5,1819,Chinese
461,Z & Y Restaurant,94133,"San Francisco County, California",3.5,1232,Chinese
462,Hunan Cafe 2,94121,"San Francisco County, California",4.0,343,Chinese
463,Center Cafe,94103,"San Francisco County, California",4.5,16,Chinese
464,Henry's Hunan Restaurant,94131,"San Francisco County, California",4.0,351,Chinese
465,Terra Cotta Warrior,94122,"San Francisco County, California",3.5,391,Chinese
466,Hong Kong Clay Pot Restaurant,94108,"San Francisco County, California",3.5,715,Chinese
467,Hai Ky Noodles,94109,"San Francisco County, California",4.0,802,Chinese
468,The Chairman,94109,"San Francisco County, California",4.5,508,Chinese
469,New Ming's Restaurant,94105,"San Francisco County, California",3.5,337,Chinese
470,Red Jade,94114,"San Francisco County, California",3.5,677,Chinese
471,J & A Restaurant,94112,"San Francisco County, California",4.0,117,Chinese
472,Big Lantern,94103,"San Francisco County, California",3.5,793,Chinese
473,Ling Ling Cuisine Restaurant,94134,"San Francisco County, California",3.5,135,Chinese
474,Mission Hunan Restaurant,94103,"San Francisco County, California",3.5,97,Chinese
475,San Wang Restaurant,94115,"San Francisco County, California",3.5,388,Chinese
476,New Lun Ting Cafe,94133,"San Francisco County, California",4.0,272,Chinese
477,Henry's Hunan Restaurant,94112,"San Francisco County, California",4.0,202,Chinese
478,Dragon Well,94123,"San Francisco County, California",3.5,451,Chinese
479,Punjab Restaurant,94110,"San Francisco County, California",4.0,174,Chinese
480,Fang,94105,"San Francisco County, California",3.5,1377,Chinese
481,Won Kok Restaurant,94127,"San Francisco County, California",3.0,69,Chinese
482,Delish Dish Kitchen,94121,"San Francisco County, California",4.0,31,Chinese
483,Wan Kee Restaurant,94110,"San Francisco County, California",4.0,16,Chinese
484,Lin's Kitchen,94102,"San Francisco County, California",4.0,44,Chinese
485,Yuet Lee,94133,"San Francisco County, California",3.5,606,Chinese
486,Maple Restaurant,94112,"San Francisco County, California",4.0,49,Chinese
487,Wild Pepper,94110,"San Francisco County, California",3.5,539,Chinese
488,Tai Chi,94109,"San Francisco County, California",3.5,551,Chinese
489,San Tung 2,94122,"San Francisco County, California",4.0,352,Chinese
490,Golden China Restaurant,94112,"San Francisco County, California",4.0,28,Chinese
491,Yum Yum Hunan,94115,"San Francisco County, California",3.5,465,Chinese
492,G & L Bakery & Restaurant,94134,"San Francisco County, California",4.0,46,Chinese
493,Hai's Restaurant,94102,"San Francisco County, California",4.0,58,Chinese
494,Bei Fang Style,94122,"San Francisco County, California",4.0,50,Chinese
495,Ming Kee Restaurant,94112,"San Francisco County, California",4.0,89,Chinese
496,Eliza's,94115,"San Francisco County, California",3.5,496,Chinese
497,Yummy Yummy,94122,"San Francisco County, California",4.0,1269,Chinese
498,Peking Wok Restaurant,94124,"San Francisco County, California",4.0,16,Chinese
499,New Tsing Tao Restaurant,94127,"San Francisco County, California",4.0,133,Chinese
500,Emperor Palace Restaurant,94118,"San Francisco County, California",3.5,128,Chinese
501,Eric's Restaurant,94131,"San Francisco County, California",3.5,656,Chinese
502,Tai Chi Jianbing,94122,"San Francisco County, California",4.0,106,Chinese
503,Little Kite,94110,"San Francisco County, California",4.0,27,Chinese
504,Jasmine Tea House,94110,"San Francisco County, California",3.5,526,Chinese
505,Little Sheep Mongolian Hot Pot,94102,"San Francisco County, California",4.0,416,Chinese
506,Tēo Restaurant & Bar,94103,"San Francisco County, California",3.5,216,Chinese
507,Chef Li's Cafe,94134,"San Francisco County, California",4.0,86,Chinese
508,New Sun Hong Kong Restaurant,94133,"San Francisco County, California",2.5,384,Chinese
509,House Of Hunan,94107,"San Francisco County, California",3.0,184,Chinese
510,Tenglong Chinese Restaurant,94118,"San Francisco County, California",4.0,205,Chinese
511,Wing Lum,94109,"San Francisco County, California",3.5,156,Chinese
512,Kirin Chinese Restaurant,94121,"San Francisco County, California",3.5,242,Chinese
513,Wok Station,94122,"San Francisco County, California",4.0,188,Chinese
514,Joyful Kitchen,94127,"San Francisco County, California",3.0,76,Chinese
515,Tsing Tao Chinese,94121,"San Francisco County, California",3.5,251,Chinese
516,China First Restaurant,94118,"San Francisco County, California",3.5,341,Chinese
517,J & E Restaurant,94110,"San Francisco County, California",3.5,83,Chinese
518,Superstar Restaurant,94112,"San Francisco County, California",4.0,369,Chinese
519,Hong's Kitchen,94122,"San Francisco County, California",3.5,67,Chinese
520,Mission Asia Noodle,94112,"San Francisco County, California",4.5,39,Chinese
521,Hai Sun,94123,"San Francisco County, California",3.0,131,Chinese
522,Gourmet Carousel,94109,"San Francisco County, California",3.5,226,Chinese
523,Hunan Empire,94123,"San Francisco County, California",3.5,106,Chinese
524,Golden Kim Tar,94102,"San Francisco County, California",3.5,253,Chinese
525,House Of Xian Dumpling,94133,"San Francisco County, California",3.5,403,Chinese
526,Empero Taste,94121,"San Francisco County, California",3.5,196,Chinese
527,Yin Du Wonton Noodle,94133,"San Francisco County, California",3.5,313,Chinese
528,Golden Horse Restaurant,94109,"San Francisco County, California",3.5,159,Chinese
529,Beijing Restaurant,94112,"San Francisco County, California",3.5,432,Chinese
530,City Chopsticks,94108,"San Francisco County, California",3.5,319,Chinese
531,Golden City Inn Chinese Food,94124,"San Francisco County, California",3.5,30,Chinese
532,Emmy's Restaurant,94127,"San Francisco County, California",3.0,575,Chinese
533,Jade Cafe,94103,"San Francisco County, California",3.0,242,Chinese
534,Shanghai Dumpling King,94127,"San Francisco County, California",3.5,382,Chinese
535,Soo Fong Restaurant,94124,"San Francisco County, California",3.5,76,Chinese
536,Wang Wah,94112,"San Francisco County, California",3.5,121,Chinese
537,Wok-In Cafeteria,94124,"San Francisco County, California",4.0,41,Chinese
538,Nan King Road Bistro,94122,"San Francisco County, California",4.0,564,Chinese
539,Wing Hing,94134,"San Francisco County, California",3.5,84,Chinese
540,Cathay Express Restaurant,94114,"San Francisco County, California",3.5,64,Chinese
541,New Golden Daisy,94108,"San Francisco County, California",4.0,188,Chinese
542,May Lee Chinese Restaurant,94122,"San Francisco County, California",3.5,154,Chinese
543,Sungari Dumpling House,94112,"San Francisco County, California",3.5,74,Chinese
544,Wok & Go,94110,"San Francisco County, California",3.0,120,Chinese
545,Alice's Restaurant,94131,"San Francisco County, California",3.5,247,Chinese
546,New Country Sky Chinese Cuisine,94123,"San Francisco County, California",3.5,239,Chinese
547,Pho Luen Fat,94134,"San Francisco County, California",4.5,87,Chinese
548,Win's Restaurant,94116,"San Francisco County, California",3.5,193,Chinese
549,Dragon River Restaurant,94118,"San Francisco County, California",3.5,124,Chinese
550,Eight Immortals Restaurant,94116,"San Francisco County, California",3.5,339,Chinese
551,Tung Sing Restaurant,94114,"San Francisco County, California",3.0,82,Chinese
552,Chef Hunan,94112,"San Francisco County, California",4.0,40,Chinese
553,Jo Jo's Cafe,94112,"San Francisco County, California",3.5,270,Chinese
554,Magic Wok,94103,"San Francisco County, California",3.0,61,Chinese
555,Tsing Tao Restaurant,94115,"San Francisco County, California",3.0,129,Chinese
556,Sunset's Best Seafood Restaurant,94116,"San Francisco County, California",3.5,90,Chinese
557,Capital Restaurant,94108,"San Francisco County, California",3.5,568,Chinese
558,Superior Palace,94121,"San Francisco County, California",3.5,117,Chinese
559,Green Island Restaurant,94118,"San Francisco County, California",3.5,97,Chinese
560,The Claypot House,94118,"San Francisco County, California",3.5,122,Chinese
561,King of Noodles,94122,"San Francisco County, California",3.5,653,Chinese
562,Sam Rong Cafe,94133,"San Francisco County, California",3.5,24,Chinese
563,Chinese Cuisine,94103,"San Francisco County, California",3.0,2,Chinese
564,Taiwan Restaurant,94118,"San Francisco County, California",3.5,392,Chinese
565,New Woey Loy Goey Restaurant,94133,"San Francisco County, California",3.5,249,Chinese
566,Crazy Pepper,94112,"San Francisco County, California",3.5,380,Chinese
567,Ming Tai Wun-Tun Noodle,94122,"San Francisco County, California",3.5,209,Chinese
568,S & E Cafe,94116,"San Francisco County, California",3.0,215,Chinese
569,Ying Hui Chinese Restaurant,94112,"San Francisco County, California",3.0,28,Chinese
570,J & Y Cafe,94134,"San Francisco County, California",2.5,151,Chinese
571,Old Mandarin Islamic Restaurant,94116,"San Francisco County, California",3.5,714,Chinese
572,Jade Garden,94121,"San Francisco County, California",3.5,88,Chinese
573,Enjoy Vegetarian Restaurant,94122,"San Francisco County, California",4.0,474,Chinese
574,Melisa's Chinese Cuisine,94118,"San Francisco County, California",3.5,231,Chinese
575,Little Wok,94132,"San Francisco County, California",4.0,82,Chinese
576,Ming's Diner,94116,"San Francisco County, California",3.5,168,Chinese
577,Taste of Formosa,94121,"San Francisco County, California",3.5,394,Chinese
578,Henry's Hunan,94103,"San Francisco County, California",3.0,311,Chinese
